2026-08-10 19:08:32.497 | info     |          Device | Opening user mode device driver (tt_cluster.cpp:228)
2026-08-10 19:08:39.164 | info     |    BuildKernels | Using pre-compiled firmware from: /home/mvasiljevic/tt-mlir/third_party/tt-metal/src/tt-metal/tt_metal/pre-compiled/13793420398762238087/ (build_env_manager.cpp:347)
2026-08-10 19:08:39.165 | info     |    BuildKernels | Using pre-compiled firmware from: /home/mvasiljevic/tt-mlir/third_party/tt-metal/src/tt-metal/tt_metal/pre-compiled/13793420398762238087/ (build_env_manager.cpp:347)
2026-08-10 19:08:39.165 | info     |    BuildKernels | Using pre-compiled firmware from: /home/mvasiljevic/tt-mlir/third_party/tt-metal/src/tt-metal/tt_metal/pre-compiled/13793420398762238087/ (build_env_manager.cpp:347)
2026-08-10 19:08:39.165 | warning  |           Metal | Opening subset of mmio devices slows down UMD read/write to remote chips. If opening more devices, consider using CreateDevices API. (device_manager.cpp:261)
2026-08-10 19:08:39.165 | info     |           Metal | Skipping host-side CQ initialization for mock devices (command_queue_initializer.cpp:27)
2026-08-10 19:08:39.165 | info     |           Metal | Skipping dispatch firmware initialization for mock devices (dispatch_kernel_initializer.cpp:88)
2026-08-10 19:08:39.165 | info     |           Metal | Skipping fabric configure (router sync) for mock devices (fabric_firmware_initializer.cpp:319)
2026-08-10 19:08:39.165 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.326 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.327 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.327 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.327 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.327 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.328 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.328 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.328 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.328 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.328 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.328 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.328 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.329 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.329 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.329 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.329 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.330 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.330 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.330 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.331 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.331 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.331 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.331 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.331 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.332 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.332 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.332 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.332 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.333 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.333 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.333 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.333 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.334 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.334 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.334 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.334 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.335 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.335 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.335 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.335 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.335 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.336 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.336 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.336 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.336 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.337 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.337 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.337 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.337 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.338 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.338 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.338 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.338 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.339 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.339 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.339 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.340 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.340 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.340 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.340 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.341 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.341 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.341 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.342 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.342 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.342 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.342 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.343 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.343 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.343 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.343 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.344 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.344 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.344 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.345 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.345 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.345 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.345 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.346 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.346 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.346 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.347 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.347 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.347 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.347 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.348 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.348 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.348 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.348 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.349 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.349 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.349 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.350 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.350 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.350 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.350 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.351 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.351 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.351 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.351 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.352 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.352 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.352 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.352 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.353 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.353 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.353 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.354 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.354 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.354 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.354 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.355 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.355 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.355 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.355 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.356 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.356 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.356 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.356 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.357 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.357 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.357 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.358 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.358 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.358 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.358 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.359 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.359 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.359 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.359 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.360 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.360 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.360 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.360 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.361 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.361 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.361 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.361 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.362 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.362 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.362 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.363 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.363 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.363 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.363 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.364 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.364 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.364 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.364 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.365 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.365 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.365 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.365 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
2026-08-10 19:08:39.366 | info     |           Metal | Disabling and clearing program cache on MeshDevice 1 (mesh_device.cpp:1064)
